ADP,Admissão,Desligamento,Desligado?,Iniciativa Desligamento,Tempo de Casa,Cod.Cargo,Cargo,Cod.Cargo Admissão,Cargo Admissão,CC,Area,Diretoria,Estado Civil,Educação,Idade Atual/ Desligamento,Idade na Admissão,Sexo,Banda,Nivel,Hora Extra 2016,Hora Negativa 2016,Ad. Noturno 2016,Absenteísmo 2016,Hora Extra 2017,Hora Negativa 2017,Ad. Noturno 2017,Absenteísmo 2017,2012/13 Rating,2012/13 Goal Achievement,2013/14 Rating,2013/14 Goal Achievement,2014/15 Rating,2014/15 Goal Achievement,2015/16 Rating,2015/16 Goal Achievement,2016/17 Rating,2016/17 Goal Achievement,AUMENTO 2012,AUMENTO 2013,AUMENTO 2014,AUMENTO 2015,AUMENTO 2016,AUMENTO 2017,DISSIDIO 2012,DISSIDIO 2013,DISSIDIO 2014,DISSIDIO 2015,DISSIDIO 2016,DISSIDIO 2017,MERITO 2012,MERITO 2013,MERITO 2014,MERITO 2015,MERITO 2016,MERITO 2017,PROMOÇÃO 2012,PROMOÇÃO 2013,PROMOÇÃO 2014,PROMOÇÃO 2015,PROMOÇÃO 2016,PROMOÇÃO 2017,PROMOVIDO
253,2/14/2013,          ,N,,5.9,696,ANALISTA SR,696,ANALISTA SR,1010,Accounting & Tax,Finance,CASADO,SUPERIOR COMPLETO,49,45.3534246575343,H,300,Coord & Exp.Professionals,46.4333333333333,0,26.3,0,6.56666666666667,0,13.8,0,,,Q,95,Q,103,Q,96,Q,96.6,,,,,,,,Y,Y,Y,Y,,,,Y,Y,,,,,,,,,0
254,2/14/2013,          ,N,,5.9,1062,ESPECIALISTA,849,COORDENADOR,1003,Real Estate,Real Estate,SEPARADO,SUPERIOR COMPLETO,42,38.4301369863014,H,400,Middle Mgmt & Exp.Professionals,33.7666666666667,29.1,0,0,0.466666666666667,5.3,0,0,,,D,86,Q,105.3,Q,105.8,Q,107.2,,,,,,,,Y,Y,Y,Y,,,,,,Y,Y,,,,,,,0
255,2/18/2013,          ,N,,5.9,1075,ASSISTENTE,813,ASSISTENTE,1002,Integration,Operations,SOLTEIRO,SUPERIOR COMPLETO,23,19.2328767123288,H,200,Entry Level,6.58333333333333,8.56666666666667,4.06666666666667,8,6.15,4.7,0,0,,,Q,72,Q,100,D,88.7,Q,101.9,,,,,,,,Y,Y,Y,Y,,,,,,,,,,,,,,0
256,3/4/2013,8/16/2013,Y,Funcionário,0.5,850,COORDENADOR,850,COORDENADOR,1010,Accounting & Tax,Finance,CASADO,SUPERIOR COMPLETO,26.8164383561644,26.3643835616438,H,400,Middle Mgmt & Exp.Professionals,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,0
257,3/11/2013,2/6/2014,Y,Empregador ,0.9,704,ANALISTA JR,704,ANALISTA JR,1220,Engineering,Operations,CASADO,SUPERIOR COMPLETO,32.6356164383562,31.7260273972603,H,200,Entry Level,,,,,,,,,,,C,70.3,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,0
258,3/11/2013,11/6/2015,Y,Empregador ,2.7,751,ESPECIALISTA,751,ESPECIALISTA,1220,Engineering,Operations,SOLTEIRO,SUPERIOR COMPLETO,35.3808219178082,32.7232876712329,H,500,Middle Mgmt & Exp.Professionals,,,,,,,,,,,Q,94,Q,,,,,,,,,,,,,Y,Y,Y,,,,Y,Y,,,,,,,,,,0
259,3/18/2013,7/10/2014,Y,Empregador ,1.3,831,ANALISTA JR,831,ANALISTA JR,1280,Service Delivery,Operations,SOLTEIRO,SUPERIOR COMPLETO,29.9068493150685,28.5945205479452,H,200,Entry Level,,,,,,,,,,,D,82,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,0
260,3/19/2013,          ,N,,5.8,641,SUPERVISOR,641,SUPERVISOR,1270,Quality Control & Projects,Operations,CASADO,TÉCNICO COMPLETO                   ,47,43.227397260274,H,200,Entry Level,,,,0,,,,0,,,E,99.9,Q,98,D,90,Q,91.3,,Y,,,,,,Y,Y,Y,Y,,,,,Y,,,,,,,,,0
261,4/1/2013,          ,N,,5.8,727,ANALISTA PL,701,ANALISTA JR,1030,Legal,Legal,SOLTEIRO,SUPERIOR COMPLETO,32,28.4082191780822,H,300,Coord & Exp.Professionals,4.03333333333333,13.1833333333333,0,2,4.71666666666667,7.45,0,0,,,Q,95,Q,109.8,E,107.5,E,105.8,,,,,,,,Y,Y,Y,Y,,,,,,Y,Y,,,Y,,,,1
262,4/8/2013,          ,N,,5.7,768,GERENTE SR,768,GERENTE SR,1211,Infra BTS,Operations,CASADO,SUPERIOR COMPLETO,44,40.1315068493151,H,650,SR Mgmt & Experts,,,,0,,,,0,,,O,97,E,125.2,E,108.2,E,106.2,,,,,,,,Y,Y,Y,Y,,,,Y,,,,,,,,,,0
263,4/12/2013,          ,N,,5.7,650,ASSISTENTE,650,ASSISTENTE,1280,Service Delivery,Operations,SOLTEIRO,ENSINO MÉDIO COMPLETO,33,29.5890410958904,M,100,Entry Level,7.43333333333333,0,0,3,2.96666666666667,0.216666666666667,0,0,,,D,90.2,Q,95,D,89,Q,99.4,,,,,,,,Y,Y,Y,Y,,,,,,,Y,,,,,,,0
264,4/15/2013,5/13/2013,Y,Funcionário,0.1,704,ANALISTA JR,704,ANALISTA JR,1220,Engineering,Operations,SOLTEIRO,SUPERIOR COMPLETO,27.6739726027397,27.5972602739726,H,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,0
265,4/15/2013,          ,N,,5.7,641,SUPERVISOR,641,SUPERVISOR,1270,Quality Control & Projects,Operations,CASADO,SUPERIOR COMPLETO,43,39.3671232876712,H,200,Entry Level,,,,0,,,,0,,,Q,90.4,Q,106.7,D,96.4,Q,97,,Y,,,,,,Y,Y,Y,Y,,,,,Y,,,,,,,,,0
266,4/15/2013,2/4/2015,Y,Empregador ,1.8,641,SUPERVISOR,641,SUPERVISOR,1270,Quality Control & Projects,Operations,SOLTEIRO,SUPERIOR COMPLETO,34.0383561643836,32.2301369863014,H,200,Entry Level,,,,,,,,,,,Q,95.3,,,,,,,,Y,,,,,,Y,Y,,,,,,,,,,,,,,,,0
267,4/15/2013,          ,N,,5.7,641,SUPERVISOR,641,SUPERVISOR,1270,Quality Control & Projects,Operations,CASADO,ENSINO MÉDIO COMPLETO,48,44.213698630137,H,200,Entry Level,,,,0,,,,0,,,E,95.4,E,115.2,E,114.1,E,105.6,,Y,,,,,,Y,Y,Y,Y,,,,,Y,,,,,,,,,0
268,4/15/2013,          ,N,,5.7,737,COORDENADOR,851,ANALISTA SR,1290,Power Solutions,Operations,CASADO,SUPERIOR COMPLETO,39,34.7698630136986,H,400,Middle Mgmt & Exp.Professionals,94,0,0.05,0,22.8333333333333,1.51666666666667,0,0,,,Q,94.8,Q,100,Q,92.5,D,98.3,,,,,,,,Y,Y,Y,Y,,,,Y,,,,,,,,Y,,1
269,4/15/2013,          ,N,,5.7,769,COORDENADOR,769,COORDENADOR,1250,Maintenance,Operations,CASADO,SUPERIOR COMPLETO,47,42.7068493150685,H,300,Coord & Exp.Professionals,44.3333333333333,14.6333333333333,10.35,3,21.5166666666667,7.43333333333333,2.46666666666667,0,,,Q,95.4,Q,107,Q,91.3,Q,102.8,,Y,,,,,,Y,Y,Y,Y,,,,,Y,,,,,,,,,0
270,4/15/2013,2/21/2014,Y,Empregador ,0.9,743,GERENTE,743,GERENTE,1100,Sales,Sales,SOLTEIRO,SUPERIOR COMPLETO,26.6356164383562,25.7808219178082,M,300,Coord & Exp.Professionals,,,,,,,,,,,D,95.3,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,0
271,4/25/2013,          ,N,,5.7,831,ANALISTA JR,852,ASSISTENTE,1280,Service Delivery,Operations,SOLTEIRO,SUPERIOR COMPLETO,27,23.1041095890411,H,200,Entry Level,5.78333333333333,0,0,0.999999999999999,10.2,0,0,0,,,E,98.8,Q,99,Q,101.9,Q,104.5,,,,,Y,,,,Y,Y,Y,,,,,,,,,,Y,,,,1
272,5/2/2013,10/21/2015,Y,Empregador ,2.5,853,ANALISTA PL,853,ANALISTA PL,1014,Purchasing,Finance,CASADO,SUPERIOR COMPLETO,25.3972602739726,22.9260273972603,M,200,Entry Level,,,,,,,,,,,Q,97.5,D,,,,,,,,,,,,,,Y,Y,,,,,Y,,,,,,,,,,0
273,5/6/2013,10/3/2014,Y,Funcionário,1.4,854,GERENTE,854,GERENTE,1017,Business Analysis,Finance,CASADO,SUPERIOR COMPLETO,33.6493150684932,32.2383561643836,H,600,SR Mgmt & Experts,,,,,,,,,,,Q,97,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,0
274,5/13/2013,          ,N,,5.6,1054,DIRETORIA,683,DIRETORIA,1030,Legal,Legal,CASADO,PÓS GRADUAÇÃO                      ,42,38.0739726027397,H,750,Organizational Leaders,,,,0,,,,0,,,O,100,E,123.1,E,115,E,114.1,,,,,,,,,Y,Y,Y,,,,Y,Y,,,,,,,Y,,1
275,5/13/2013,          ,N,,5.6,793,GERENTE,793,GERENTE,1230,Implementation,Operations,CASADO,SUPERIOR COMPLETO,45,40.9945205479452,H,500,Middle Mgmt & Exp.Professionals,,,,0,,,,0,,,Q,90,E,125.4,Q,105.4,Q,103.8,,,,,,,,,Y,Y,Y,,,,Y,Y,Y,Y,,,,,,,0
276,5/13/2013,          ,N,,5.6,806,ANALISTA SR,835,ANALISTA PL,1010,Accounting & Tax,Finance,CASADO,SUPERIOR COMPLETO,35,31.4712328767123,H,300,Coord & Exp.Professionals,65.95,0,7.65,0,23.5666666666667,0,0.783333333333334,0,,,Q,94,Q,100,E,110,Q,101.6,,,,,,,,,Y,Y,Y,,,,Y,,,Y,,,,,Y,,1
277,5/20/2013,7/1/2013,Y,Funcionário,0.1,704,ANALISTA JR,704,ANALISTA JR,1220,Engineering,Operations,SOLTEIRO,SUPERIOR COMPLETO,24.2219178082192,24.1068493150685,H,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
278,5/20/2013,          ,N,,5.6,672,ASSISTENTE,672,ASSISTENTE,1290,Power Solutions,Operations,SOLTEIRO,ENSINO MÉDIO COMPLETO,25,21.0876712328767,H,100,Entry Level,24.3,12.8666666666667,0.683333333333333,0,12.8666666666667,1.6,0.816666666666667,0,,,Q,92,Q,102.5,Q,92,E,103.8,,,,,,,,,Y,Y,Y,,,,,Y,Y,Y,,,,,,,0
279,5/20/2013,          ,N,,5.6,647,GERENTE,606,GERENTE,1230,Implementation,Operations,CASADO,SUPERIOR COMPLETO,39,35.7342465753425,H,500,Middle Mgmt & Exp.Professionals,,,,0,,,,0,,,E,97.5,O,135.9,E,118.7,E,105.8,,,,,,,,,Y,Y,Y,,,,Y,Y,Y,,,,,,,Y,1
280,5/23/2013,8/27/2015,Y,Funcionário,2.3,856,GERENTE,856,GERENTE,1120,Strategy & New Products,Strategy & New Products,CASADO,PÓS GRADUAÇÃO                      ,43.8246575342466,41.5616438356164,H,500,Middle Mgmt & Exp.Professionals,,,,,,,,,,,Q,99.5,E,,,,,,,,,,,,,,Y,Y,,,,,,Y,,,,,,,,,0
281,5/23/2013,          ,N,,5.6,647,GERENTE,855,GERENTE,1210,BTS,Operations,CASADO,PÓS GRADUAÇÃO                      ,49,45.6602739726027,H,500,Middle Mgmt & Exp.Professionals,,,,0,,,,0,,,Q,98.5,Q,106.8,Q,107.5,E,110.3,,,,,,,,,Y,Y,Y,,,,Y,Y,,,,,,,,Y,1
282,6/17/2013,          ,N,,5.5,967,ANALISTA PL,857,ANALISTA PL,1005,Ops Efficiency,Operations,CASADO,SUPERIOR COMPLETO,32,28.627397260274,H,300,Coord & Exp.Professionals,24.3333333333333,0.916666666666667,6.21666666666667,11,1.63333333333333,12.6166666666667,0.1,0,,,Q,95,Q,100.3,Q,100,D,89.8,,,,,,,,,Y,Y,Y,,,,Y,,Y,,,,,,,,0
283,6/24/2013,9/1/2015,Y,Funcionário,2.2,805,COORDENADOR,805,COORDENADOR,1012,FP&A,Finance,SOLTEIRO,SUPERIOR COMPLETO,32.5753424657534,30.386301369863,H,400,Middle Mgmt & Exp.Professionals,,,,,,,,,,,E,93.8,E,,,,,,,,,,,,,,Y,Y,,,,,Y,Y,,,,,,,,,0
284,6/24/2013,2/16/2017,Y,Empregador ,3.7,799,ANALISTA PL,799,ANALISTA PL,1012,FP&A,Finance,SOLTEIRO,SUPERIOR COMPLETO,33.4438356164384,29.7917808219178,M,300,Coord & Exp.Professionals,21.7833333333333,0,0.15,0.999999999999999,1.16666666666667,0,0,0,,,Q,90,Q,,D,90,,,,,,,,,,,Y,Y,Y,,,,Y,,,,,,,,,,0
285,7/1/2013,4/7/2017,Y,Empregador ,3.8,811,ASSISTENTE,811,ASSISTENTE,1250,Maintenance,Operations,SOLTEIRO,ENSINO MÉDIO COMPLETO,28.3698630136986,24.6,H,100,Entry Level,44.0166666666667,10.65,0,0,0.3,0,0,0,,,Q,96,Q,,Q,95,Q,104.6,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,0
286,7/8/2013,          ,N,,5.5,1069,ANALISTA SR,857,ANALISTA PL,1280,Service Delivery,Operations,CASADO,PÓS GRADUAÇÃO                      ,35,31.2,M,300,Coord & Exp.Professionals,1.46666666666667,2.73333333333333,0,2,12.0666666666667,1.9,0,0,,,D,82.3,Q,95,Q,105.7,E,106.8,,,,,,,,,Y,Y,Y,,,,,Y,,,,,,,,Y,1
287,7/22/2013,5/22/2014,Y,Funcionário,0.8,858,ANALISTA SR,858,ANALISTA SR,1017,Business Analysis,Finance,SOLTEIRO,SUPERIOR COMPLETO,27.4794520547945,26.6465753424657,M,400,Middle Mgmt & Exp.Professionals,,,,,,,,,,,Q,97.3,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,0
288,8/19/2013,          ,N,,5.4,751,ESPECIALISTA,751,ESPECIALISTA,1220,Engineering,Operations,CASADO,PÓS GRADUAÇÃO                      ,40,36.8219178082192,H,500,Middle Mgmt & Exp.Professionals,93.2833333333333,0,5.41666666666667,0,73.4833333333333,0,5.63333333333333,0,,,Q,90,Q,105,Q,100.8,Q,110.1,,,,,,,,,Y,Y,Y,,,,Y,Y,,,,,,,,,0
289,8/19/2013,          ,N,,5.4,641,SUPERVISOR,641,SUPERVISOR,1270,Quality Control & Projects,Operations,CASADO,SUPERIOR COMPLETO,49,45.7068493150685,H,200,Entry Level,,,,0,,,,0,,,Q,94.1,Q,106.2,Q,100.6,Q,97.9,,,Y,,,,,,Y,Y,Y,,,,,Y,,,,,,,,,0
290,8/19/2013,          ,N,,5.4,952,ANALISTA SR,867,ANALISTA PL,1041,Facilities,HR & Facilities,SOLTEIRO,PÓS GRADUAÇÃO                      ,31,27.8027397260274,M,300,Coord & Exp.Professionals,194.383333333333,0,17.9666666666667,0.999999999999999,29.3166666666667,1.76666666666667,11.8166666666667,0,,,D,94,Q,110,Q,101.3,E,106.8,,,,,,,,,Y,Y,Y,,,,,,Y,Y,,,,Y,,,1
291,8/22/2013,9/2/2013,Y,Funcionário,0.0,840,ANALISTA PL,840,ANALISTA PL,1220,Engineering,Operations,CASADO,SUPERIOR COMPLETO,31.6082191780822,31.5780821917808,M,300,Coord & Exp.Professionals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
292,9/2/2013,5/3/2017,Y,Empregador ,3.7,917,ASSISTENTE,689,ASSISTENTE,1280,Service Delivery,Operations,SOLTEIRO,SUPERIOR COMPLETO,29.613698630137,25.9452054794521,H,100,Entry Level,3.56666666666667,0,0.066666666666667,5,0.7,0,0,0,,,D,92,Q,,Q,108,D,82.2,,,,,,,,,Y,Y,Y,,,,,Y,,,,,,,,,0
293,9/2/2013,9/17/2014,Y,Funcionário,1.0,630,COORDENADOR,630,COORDENADOR,1013,Treasury,Finance,CASADO,SUPERIOR COMPLETO,31.0219178082192,29.9808219178082,M,400,Middle Mgmt & Exp.Professionals,,,,,,,,,,,Q,91,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,0
294,9/2/2013,          ,N,,5.3,879,ASSISTENTE,813,ASSISTENTE,1220,Engineering,Operations,SOLTEIRO,SUPERIOR COMPLETO,23,19.6383561643836,H,200,Entry Level,23.4333333333333,0,0.183333333333333,4,84.2166666666667,0,0,0,,,Q,85,Q,100,Q,103.8,E,108.5,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,Y,1
295,9/2/2013,          ,N,,5.3,838,ANALISTA SR,701,ANALISTA JR,1030,Legal,Legal,SOLTEIRO,SUPERIOR COMPLETO,27,23.7123287671233,H,400,Middle Mgmt & Exp.Professionals,48.9166666666667,0,9.36666666666667,0,20.3333333333333,0.316666666666667,2.9,0,,,Q,99.5,E,125.2,Q,109.3,E,124.9,,,,,Y,,,,Y,Y,Y,,,,,,Y,,,,,Y,,Y,1
296,9/2/2013,          ,N,,5.3,606,GERENTE,606,GERENTE,1021,Business Intelligence,Business Intelligence,CASADO,SUPERIOR COMPLETO,50,46.7698630136986,H,500,Middle Mgmt & Exp.Professionals,,,,0,,,,0,,,Q,85.5,Q,110,Q,106.1,E,115.1,,,,,,,,,Y,Y,Y,,,,,Y,,Y,,,,,,,0
297,9/16/2013,          ,N,,5.3,641,SUPERVISOR,868,ASSISTENTE,1270,Quality Control & Projects,Operations,CASADO,SUPERIOR COMPLETO,35,31.3534246575342,H,200,Entry Level,,,,0,,,,0,,,D,95,E,113,Q,114,Q,110.5,,,,Y,,,,,Y,Y,Y,,,,,Y,,,,,,Y,,,1
298,9/16/2013,          ,N,,5.3,641,SUPERVISOR,641,SUPERVISOR,1270,Quality Control & Projects,Operations,CASADO,TÉCNICO COMPLETO                   ,54,50.8082191780822,H,200,Entry Level,,,,0,,,,0,,,Q,92.5,Q,105.5,Q,106,Q,101.8,,,Y,,,,,,Y,Y,Y,,,,,Y,,,,,,,,,0
299,9/16/2013,          ,N,,5.3,840,ANALISTA PL,840,ANALISTA PL,1220,Engineering,Operations,CASADO,SUPERIOR COMPLETO,34,30.2876712328767,H,300,Coord & Exp.Professionals,27.5333333333333,0,0,2,41.5833333333333,0.766666666666667,2.18333333333333,0,,,Q,96.5,Q,100,Q,105,E,110,,,,,,,,,Y,Y,Y,,,,Y,Y,,,,,,,,,0
300,9/16/2013,          ,N,,5.3,950,ANALISTA SR,869,ANALISTA PL,1002,Integration,Operations,SOLTEIRO,SUPERIOR COMPLETO,31,27.6082191780822,H,300,Coord & Exp.Professionals,113.883333333333,0,4,0,37.7333333333333,0,0.566666666666667,0,,,Q,94.5,O,135.5,E,105.5,O,132.2,,,,,,,,,Y,Y,Y,,,,,,Y,Y,,,,Y,,,1
301,9/16/2013,5/2/2014,Y,Empregador ,0.6,813,ASSISTENTE,813,ASSISTENTE,1220,Engineering,Operations,SOLTEIRO,SUPERIOR COMPLETO,23.5150684931507,22.8904109589041,H,100,Entry Level,,,,,,,,,,,D,75,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,0
302,9/23/2013,          ,N,,5.3,857,ANALISTA PL,831,ANALISTA JR,1280,Service Delivery,Operations,SOLTEIRO,SUPERIOR COMPLETO,32,28.6328767123288,H,200,Entry Level,1.73333333333333,3.66666666666667,0,10,61.0833333333333,0.183333333333333,0,0,,,D,83.5,Q,116,Q,105.7,Q,105,,,,,,,,,Y,Y,Y,,,,,,Y,Y,,,,Y,,,1
303,9/23/2013,6/4/2016,Y,Funcionário,2.7,704,ANALISTA JR,704,ANALISTA JR,1220,Engineering,Operations,CASADO,SUPERIOR COMPLETO,33.0383561643836,30.3397260273973,M,200,Entry Level,54.6166666666667,0,0,0.999999999999999,,,,,,,Q,95.3,Q,,Q,104.8,,,,,,,,,,,Y,Y,Y,,,,,,Y,,,,,,,,0
304,10/1/2013,2/20/2015,Y,Empregador ,1.4,598,COORDENADOR,598,COORDENADOR,1018,Landlord,Finance,SOLTEIRO,PÓS GRADUAÇÃO                      ,34.4931506849315,33.1041095890411,H,400,Middle Mgmt & Exp.Professionals,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,0
305,10/1/2013,          ,N,,5.3,918,ANALISTA JR,831,ANALISTA JR,1230,Implementation,Operations,SOLTEIRO,SUPERIOR COMPLETO,30,26.2657534246575,M,200,Entry Level,5.45,17.95,0,16,12.9833333333333,13.1333333333333,0,1,,,,,Q,106,Q,104.6,E,104.8,,,,,Y,,,,Y,Y,Y,,,,,Y,Y,Y,,,,,,,0
306,10/1/2013,8/1/2016,Y,Empregador ,2.8,927,ANALISTA JR,827,ANALISTA PL,1270,Quality Control & Projects,Operations,SOLTEIRO,ENSINO MÉDIO COMPLETO,24.9369863013699,22.1013698630137,H,200,Entry Level,0,97.0666666666667,0,6,,,,,,,,,Q,,D,90.1,,,,,,,,,,,Y,Y,Y,,,,,Y,,,,,,,,,0
307,10/1/2013,5/4/2015,Y,Funcionário,1.6,767,GERENTE,767,GERENTE,1100,Sales,Sales,CASADO,SUPERIOR COMPLETO,37.2,35.6109589041096,H,600,SR Mgmt & Experts,,,,,,,,,,,,,Q,,,,,,,,,,,,,,Y,Y,,,,,,Y,,,,,,,,,0
308,10/3/2013,          ,N,,5.2,1042,GERENTE,870,ESPECIALISTA,1220,Engineering,Operations,CASADO,SUPERIOR COMPLETO,43,39.8356164383562,H,500,Middle Mgmt & Exp.Professionals,38.2833333333333,0,1.38,0,,,,0,,,,,E,125,E,108.4,Q,100.3,,,,,,,,,Y,Y,Y,,,,Y,Y,,Y,,,,,Y,,1
309,10/7/2013,          ,N,,5.2,871,ASSISTENTE,871,ASSISTENTE,1250,Maintenance,Operations,CASADO,SUPERIOR COMPLETO,32,29.0465753424658,H,200,Entry Level,113.4,0,0,4,11.5,0.033333333333333,0,0,,,,,Q,100,E,105.9,E,102.5,,,,,,,,,Y,Y,Y,,,,,Y,Y,,,,,,,,0
310,10/21/2013,8/1/2014,Y,Funcionário,0.8,829,COORDENADOR,829,COORDENADOR,1230,Implementation,Operations,CASADO,SUPERIOR COMPLETO,46.3452054794521,45.5671232876712,H,300,Coord & Exp.Professionals,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,0
311,10/21/2013,4/20/2017,Y,Empregador ,3.5,808,ASSISTENTE,808,ASSISTENTE,1000,Administrative,Administrative,SOLTEIRO,SUPERIOR COMPLETO,48.3068493150685,44.8082191780822,M,200,Entry Level,163.783333333333,0,0.55,2,47.0666666666667,0,0,0,,,,,E,,Q,100,Q,100,,,,,,,,,Y,Y,Y,,,,,Y,Y,Y,,,,,,,0
312,11/4/2013,          ,N,,5.2,872,ANALISTA PL,872,ANALISTA PL,1220,Engineering,Operations,CASADO,SUPERIOR COMPLETO,32,28.9561643835616,H,300,Coord & Exp.Professionals,91.75,0.55,0,0,282.05,0,0,0,,,,,E,125,Q,103.8,Q,102.1,,,,,,,,,Y,Y,Y,,,,,Y,,,,,,,,,0
313,11/4/2013,          ,N,,5.2,751,ESPECIALISTA,840,ANALISTA PL,1220,Engineering,Operations,CASADO,SUPERIOR COMPLETO,40,37.1890410958904,H,500,Middle Mgmt & Exp.Professionals,213.486666666667,0,0,0,62.3333333333333,0,0,0,,,,,E,115.1,Q,107,Q,109.8,,,,,,,,,Y,Y,Y,,,,Y,,,,,,,Y,,,1
314,11/11/2013,          ,N,,5.1,850,COORDENADOR,850,COORDENADOR,1010,Accounting & Tax,Finance,SOLTEIRO,SUPERIOR COMPLETO,28,25.0164383561644,H,400,Middle Mgmt & Exp.Professionals,90.2,0,69.5333333333333,0,51.6166666666667,0,35.4833333333333,0,,,,,E,120,E,116,E,106.8,,,,,Y,,,,Y,Y,Y,,,,,Y,Y,Y,,,,,,,0
315,11/11/2013,2/21/2014,Y,Empregador ,0.3,805,COORDENADOR,805,COORDENADOR,1017,Business Analysis,Finance,SOLTEIRO,PÓS GRADUAÇÃO                      ,33.9890410958904,33.7095890410959,M,400,Middle Mgmt & Exp.Professionals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
316,11/11/2013,2/8/2014,Y,Funcionário,0.2,799,ANALISTA PL,799,ANALISTA PL,1012,FP&A,Finance,SOLTEIRO,SUPERIOR COMPLETO,30.7095890410959,30.4657534246575,H,300,Coord & Exp.Professionals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
317,11/18/2013,          ,N,,5.1,1040,GERENTE,873,ESPECIALISTA,1220,Engineering,Operations,CASADO,PÓS GRADUAÇÃO                      ,50,46.5671232876712,H,500,Middle Mgmt & Exp.Professionals,33.3866666666667,0,0,0,,,,0,,,,,Q,105.3,E,103.4,Q,108.8,,,,,,,,,Y,Y,Y,,,,Y,Y,,Y,,,,,Y,,1
318,12/2/2013,          ,N,,5.1,641,SUPERVISOR,641,SUPERVISOR,1270,Quality Control & Projects,Operations,CASADO,SUPERIOR COMPLETO,36,32.3287671232877,H,200,Entry Level,,,,0,,,,0,,,,,Q,106,Q,102.8,Q,104.1,,,Y,,,,,,Y,Y,Y,,,,,Y,,,,,,,,,0
319,12/11/2013,          ,N,,5.1,894,ANALISTA JR,874,ANALISTA JR,1032,Licensing,Legal,CASADO,SUPERIOR COMPLETO,28,24.7041095890411,M,200,Entry Level,31.0833333333333,1.71666666666667,0.483333333333333,9,12.25,0.366666666666667,0,0,,,,,Q,100,Q,98.5,Q,104.7,,,,,,,,,Y,Y,Y,,,,,Y,,,,,,,,,0
320,1/6/2014,          ,N,,5.0,788,ANALISTA JR,788,ANALISTA JR,1220,Engineering,Operations,SOLTEIRO,SUPERIOR COMPLETO,26,23.1452054794521,M,200,Entry Level,96.6166666666667,0,0,0,120.7,0,0.75,0,,,,,Q,100,Q,105,Q,96.9,,,,,,,,,Y,Y,Y,,,,Y,,,,,,,,,,0
321,1/6/2014,          ,N,,5.0,840,ANALISTA PL,704,ANALISTA JR,1220,Engineering,Operations,SOLTEIRO,SUPERIOR COMPLETO,25,22.2109589041096,M,300,Coord & Exp.Professionals,57.8333333333333,0,0,2,50.6166666666667,0,0.016666666666667,0,,,,,Q,100,Q,105,E,113.6,,,,,,,,,Y,Y,Y,,,,Y,,,,,,,,,Y,1
322,1/8/2014,8/14/2015,Y,Empregador ,1.6,875,ANALISTA JR,833,ANALISTA PL,1120,Strategy & New Products,Strategy & New Products,SOLTEIRO,SUPERIOR COMPLETO,27.0986301369863,25.5013698630137,H,200,Entry Level,,,,,,,,,,,,,D,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,0
323,1/21/2014,          ,N,,4.9,811,ASSISTENTE,811,ASSISTENTE,1250,Maintenance,Operations,SOLTEIRO,ENSINO MÉDIO COMPLETO,39,35.7041095890411,M,100,Entry Level,60.6333333333333,34.8,0,6,0.883333333333333,20.1,0,0,,,,,Q,100,E,102.5,Q,106.8,,,,,,,,,Y,Y,Y,,,,,Y,,,,,,,,,0
324,1/22/2014,          ,N,,4.9,876,DIRETORIA,876,DIRETORIA,1003,Real Estate,Real Estate,CASADO,PÓS GRADUAÇÃO                      ,40,37.3315068493151,H,700,Organizational Leaders,,,,0,,,,0,,,,,Q,119,Q,120.9,E,128.1,,,,,,,,,Y,Y,Y,,,,Y,Y,,Y,,,,,,,0
325,2/3/2014,6/7/2017,Y,Empregador ,3.3,719,ANALISTA JR,823,ANALISTA JR,1010,Accounting & Tax,Finance,SOLTEIRO,SUPERIOR COMPLETO,36.0493150684931,32.7068493150685,M,200,Entry Level,62.15,2.48333333333333,0,2,16.55,0,0,0,,,,,E,,Q,93.5,D,89.6,,,,,,,,,Y,Y,Y,,,,,Y,,,,,,,,,0
